model,stage,steer_layer,relative_depth,source,alpha,mean_kl,margin_shift
qwen3.5-9b,A,21,0.6774,R_control,1.0,0.41984429955482483,4.157031059265137
qwen3.5-9b,A,21,0.6774,R_control,-1.0,0.531269907951355,-4.515429496765137
qwen3.5-9b,A,21,0.6774,R_role,1.0,0.03251878544688225,-2.2587890625
qwen3.5-9b,A,21,0.6774,R_role,-1.0,0.05784372612833977,2.7095704078674316
qwen3.5-9b,A,22,0.7097,R_harm,1.0,1.5758283138275146,7.419970512390137
qwen3.5-9b,A,22,0.7097,R_harm,-1.0,1.940508246421814,-7.901757717132568
qwen3.5-9b,A,22,0.7097,R_control,1.0,0.4129942059516907,4.760351657867432
qwen3.5-9b,A,22,0.7097,R_control,-1.0,0.4125381410121918,-4.7255859375
qwen3.5-9b,A,22,0.7097,R_role,1.0,0.02623830735683441,-2.4291014671325684
qwen3.5-9b,A,22,0.7097,R_role,-1.0,0.041146475821733475,2.768847703933716
qwen3.5-9b,A,23,0.7419,R_harm,1.0,1.5168054103851318,7.596972465515137
qwen3.5-9b,A,23,0.7419,R_harm,-1.0,1.8650156259536743,-8.4248046875
qwen3.5-9b,A,23,0.7419,R_control,1.0,0.3865376114845276,4.715039253234863
qwen3.5-9b,A,23,0.7419,R_control,-1.0,0.4064995348453522,-5.198632717132568
qwen3.5-9b,A,23,0.7419,R_role,1.0,0.021720711141824722,-2.347460985183716
qwen3.5-9b,A,23,0.7419,R_role,-1.0,0.028865497559309006,2.5751953125
qwen3.5-9b,A,24,0.7742,R_harm,1.0,1.4856185913085938,8.599584579467773
qwen3.5-9b,A,24,0.7742,R_harm,-1.0,1.8857965469360352,-10.064257621765137
qwen3.5-9b,A,24,0.7742,R_control,1.0,0.4069293141365051,5.35595703125
qwen3.5-9b,A,24,0.7742,R_control,-1.0,0.36569657921791077,-6.4541015625
qwen3.5-9b,A,24,0.7742,R_role,1.0,0.02081427536904812,-2.3072266578674316
qwen3.5-9b,A,24,0.7742,R_role,-1.0,0.031824178993701935,2.635546922683716
qwen3.5-9b,A,25,0.8065,R_harm,1.0,1.3846360445022583,8.936963081359863
qwen3.5-9b,A,25,0.8065,R_harm,-1.0,1.6458463668823242,-10.276758193969727
qwen3.5-9b,A,25,0.8065,R_control,1.0,0.40345320105552673,5.412304878234863
qwen3.5-9b,A,25,0.8065,R_control,-1.0,0.3269716203212738,-6.572461128234863
qwen3.5-9b,A,25,0.8065,R_role,1.0,0.021840255707502365,-2.4076170921325684
qwen3.5-9b,A,25,0.8065,R_role,-1.0,0.028226027265191078,2.8197264671325684
qwen3.5-9b,A,26,0.8387,R_harm,1.0,1.2207224369049072,9.076098442077637
qwen3.5-9b,A,26,0.8387,R_harm,-1.0,1.3719115257263184,-10.1513671875
qwen3.5-9b,A,26,0.8387,R_control,1.0,0.3563537895679474,5.81640625
qwen3.5-9b,A,26,0.8387,R_control,-1.0,0.28679412603378296,-7.0888671875
qwen3.5-9b,A,26,0.8387,R_role,1.0,0.02060217596590519,-2.4291014671325684
qwen3.5-9b,A,26,0.8387,R_role,-1.0,0.024530405178666115,2.950488328933716
qwen3.5-9b,A,27,0.871,R_harm,1.0,1.1042416095733643,7.238726615905762
qwen3.5-9b,A,27,0.871,R_harm,-1.0,1.2135512828826904,-11.31298828125
qwen3.5-9b,A,27,0.871,R_control,1.0,0.3280433714389801,5.124902248382568
qwen3.5-9b,A,27,0.871,R_control,-1.0,0.25753551721572876,-8.263476371765137
qwen3.5-9b,A,27,0.871,R_role,1.0,0.018370583653450012,-2.3208985328674316
qwen3.5-9b,A,27,0.871,R_role,-1.0,0.020657803863286972,2.65966796875
qwen3.5-9b,A,28,0.9032,R_harm,1.0,0.9150117635726929,7.2724928855896
qwen3.5-9b,A,28,0.9032,R_harm,-1.0,1.1214890480041504,-11.961816787719727
qwen3.5-9b,A,28,0.9032,R_control,1.0,0.34822526574134827,5.854736328125
qwen3.5-9b,A,28,0.9032,R_control,-1.0,0.35602718591690063,-9.708910942077637
qwen3.5-9b,A,28,0.9032,R_role,1.0,0.021047096699476242,-2.4990234375
qwen3.5-9b,A,28,0.9032,R_role,-1.0,0.02420796826481819,2.93017578125
qwen3.5-9b,A,29,0.9355,R_harm,1.0,0.8536421060562134,6.765453338623047
qwen3.5-9b,A,29,0.9355,R_harm,-1.0,1.015174150466919,-12.423876762390137
qwen3.5-9b,A,29,0.9355,R_control,1.0,0.36578860878944397,5.944921970367432
qwen3.5-9b,A,29,0.9355,R_control,-1.0,0.4869041442871094,-11.077710151672363
qwen3.5-9b,A,29,0.9355,R_role,1.0,0.023704886436462402,-2.3353514671325684
qwen3.5-9b,A,29,0.9355,R_role,-1.0,0.028674766421318054,2.607617139816284
qwen3.5-9b,A,30,0.9677,R_harm,1.0,0.7822228670120239,7.637866020202637
qwen3.5-9b,A,30,0.9677,R_harm,-1.0,0.9566346406936646,-12.359326362609863
qwen3.5-9b,A,30,0.9677,R_control,1.0,0.3296130299568176,6.445336818695068
qwen3.5-9b,A,30,0.9677,R_control,-1.0,0.43850642442703247,-10.458300590515137
qwen3.5-9b,A,30,0.9677,R_role,1.0,0.03086673840880394,-2.355664014816284
qwen3.5-9b,A,30,0.9677,R_role,-1.0,0.04091165214776993,2.696215867996216
